Name,Sub-Domain,Field,Country,Description,Dataset Link,File Count,Category,Original Format,Original Size (MB),JSONL Size (MB),Total Lines,Cleaned Size (MB),Cleaned Lines,License,Last Updated,Uploaded?,Cleaned?,Verified?,Is Synthetic?,Date Added,Author,Popularity,Tags,Note
CSI_CNSA_2.0_FAQ_,Cryptography,Cybersecurity,Global,U/OO/194427-22 | PP-24-4014 | December 2024 Ver. 2.1,https://media.defense.gov/2022/Sep/07/2003071836/-1/-1/0/CSI_CNSA_2.0_FAQ_.PDF,1,Document,PDF,0.42,0.05,21,0.047,21,NSA CNSA 2..0,-,Yes,Yes,Yes,,22/06/2026,,,,
CSfC Post Quantum Cryptography Guidance Addendum 1_0 Draft _5,Cryptography,Cybersecurity,Global,COMMERCIAL SOLUTIONS for CLASSIFIED,https://www.nsa.gov/portals/75/documents/resources/everyone/csfc/csfc-customer-handbook.pdf,1,Document,PDF,1.43,0.07,31,0.02,10,US-Gov-Public-Domain,-,Yes,Yes,Yes,,22/06/2026,,,,
ERB readers for PQC report.pdf-attachment-draft PQC_3rd_Round_Report,Cryptography,Cybersecurity,Global,NISTIR 8413,https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413.pdf,1,Document,PDF,0.6,0.25,97,0.274,100,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
GOVPUB-C13-PURL-gpo28851,Cryptography,Cybersecurity,Global,"NIST SP 800-56C, Recommendation for Key Derivation through Extraction-then-Expansion",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Cr2.pdf,1,Document,PDF,0.4,0.04,17,0.086,38,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
Hybrid key exchange in TLS 1.3,Cryptography,Cybersecurity,Global,Hybrid key exchange in TLS 1.3,https://www.ietf.org/archive/id/draft-ietf-tls-hybrid-design-16.txt,1,Document,.txt,0.56,0.05,17,,,IETF Revised BSD,-,Yes,,Yes,,22/06/2026,,,,
ML-KEM Post-Quantum Key Agreement for TLS 1.3,Cryptography,Cybersecurity,Global,ML-KEM Post-Quantum Key Agreement for TLS 1.3,https://www.ietf.org/archive/id/draft-ietf-tls-mlkem-08.txt,1,Document,.txt,0.41,0.02,8,,,IETF Revised BSD,-,Yes,,Yes,,22/06/2026,,,,
NIST.CSWP.04282021,Cryptography,Cybersecurity,Global,Getting Ready for Post-Quantum Cryptography: Explore Challenges Associated with Adoption and Use of Post-Quantum Cryptographic Algorithms,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.04282021.pdf,1,Document,PDF,0.39,0.02,10,0.023,10,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
NIST.IR.8547.ipd,Cryptography,Cybersecurity,Global,"NIST IR 8547 initial public draft, Transition to Post-Quantum Cryptography Standards",https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,1,Document,PDF,0.69,0.07,29,0.07,29,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
NIST.SP.800-131Ar2,Cryptography,Cybersecurity,Global,Transitioning the Use of Cryptographic Algorithms and Key Lengths,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-131Ar2.pdf,1,Document,PDF,0.65,0.08,33,0.072,33,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
NIST.SP.800-56Ar3,Cryptography,Cybersecurity,Global,Recommendation for Pair-Wise Key Establishment Schemes Using Discrete Lograrithm Cryptography,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Ar3.pdf,1,Document,PDF,1.67,0.42,152,0.407,152,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
NIST_Post-Quantum_Cryptography_Standards_A_Comprehensive_Review_of_Theoretical_Foundations_and_Implementations,Cryptography,Cybersecurity,Global,NIST Post-Quantum Cryptography Standards: A Comprehensive Review of Theoretical Foundations and Implementations,https://eprint.iacr.org/2024/1380.pdf,1,Document,PDF,4.59,0.15,29,,,NIST (US GOV),-,Yes,,Yes,,22/06/2026,,,,
Post-Quantum Cryptography Recommendations for TLS-based Applications,Cryptography,Cybersecurity,Global,Post-Quantum Cryptography Recommendations for TLS-based Applications,https://eprint.iacr.org/2023/1061.pdf ,1,Document,PDF,0.53,0.05,16,,,IETF Revised BSD,-,Yes,,Yes,,22/06/2026,,,,
Post-Quantum and Post-Quantum_Traditional Hybrid Algorithms for HPKE,Cryptography,Cybersecurity,Global,Post-Quantum and Post-Quantum/Traditional Hybrid Algorithms for HPKE,https://www.ietf.org/archive/id/draft-westerbaan-cfrg-hpke-xyber768d00-03.txt,1,Document,.txt,0.85,0.15,61,,,IETF Revised BSD,-,Yes,,Yes,,22/06/2026,,,,
Q12a-Chen,Cryptography,Cybersecurity,Global,Post-­‐Quantum,https://www.itu.int/dms_pub/itu-t/opb/tut/T-TUT-ICTS-2023-5-PDF-E.pdf,1,Document,PDF,0.65,0.02,21,0.099,38,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
Quantum_Computing_Threat_Modelling_on_a_Generic_CPS_Setup_ACNS_Workshop_20210503,Cryptography,Cybersecurity,Global,Quantum Computing Threat Modelling on a Generic CPS Setup,https://pureadmin.qub.ac.uk/ws/files/240369002/Quantum_Computing_Threat_Modelling_on_a_Generic_CPS_Setup_ACNS_Workshop_20210503.pdf,1,Document,PDF,0.87,0.05,20,0.056,20,Open Access,-,Yes,Yes,Yes,,22/06/2026,,,,
X.509 Extensions for PQC or Composite Certificate Hosting Continuity,Cryptography,Cybersecurity,Global,X.509 Extensions for PQC or Composite Certificate Hosting Continuity,https://www.ietf.org/archive/id/draft-reddy-lamps-x509-pq-commit-00.txt,1,Document,.txt,0.38,0.03,10,,,IETF Revised BSD,-,Yes,,Yes,,22/06/2026,,,,
sp800-56B,Cryptography,Cybersecurity,Global,"NIST SP 800-56B, Recommendation for Pair-Wise Key Establishment Schemes Using Integer Factorization Cryptography",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-56Br2.pdf,1,Document,PDF,1.09,0.26,114,0.332,130,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
sullivan-session-1-paper-pqc2019,Cryptography,Cybersecurity,Global,Measuring TLS key exchange with post-quantum KEM,https://csrc.nist.gov/CSRC/media/Presentations/measuring-tls-key-exchange-with-post-quantum-kem/images-media/sullivan-session-1-paper-pqc2019.pdf,1,Document,PDF,19.77,0.01,33,0.013,26,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
building-post-quantum-cloud-services-paper,Cryptography,Cybersecurity,Global,Building Post-Quantum Cloud Services: Deploying FIPS 203:ML-KEM at AWS,https://csrc.nist.gov/csrc/media/Events/2025/workshop-on-guidance-for-kems/documents/papers/building-post-quantum-cloud-services-paper.pdf,1,Document,PDF,0.19,0.01,3,0.006,3,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
nistspecialpublication800-144,Cloud Security,Cybersecurity,Global,"NIST SP 800-144, Guidelines on Security and Privacy in Public Cloud Computing",https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-144.pdf,1,Document,PDF,1.05,0.24,80,0.226,80,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
nistspecialpublication800-145,Cloud Security,Cybersecurity,Global,"NIST SP 800-145, The NIST Definition of Cloud Computing",https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf,1,Document,PDF,0.08,0.01,7,0.01,6,NIST (US GOV),-,Yes,Yes,Yes,,22/06/2026,,,,
cyberprince,Cloud Security,Cybersecurity,Global,Cloud Vulnerabilities Dataset,https://www.kaggle.com/datasets/cyberprince/cloud-vulnerabilities-dataset,1,Dataset,JSONL,0.48,0.47,1200,0.418,700,MIT,2025,Yes,Yes,Yes,,22/06/2026,,,,
Open Quantum Safe,Cryptography,Cybersecurity,Global,Open Quantum Safe,https://github.com/open-quantum-safe,199,Repository,-,1.26,1.262,199,,,MIT,2026,Yes,,Yes,,22/06/2026,,,,
Awesome Quantum Security,Cryptography,Cybersecurity,Global,Repository for Quantum and Security related items that go into details about the security concerns surrounding quantum technologies,https://github.com/QuantumVillage/awesome-quantum-security,3,Repository,-,0.02,0.017,3,0.001,1,CC0 / list,2024,Yes,Yes,Yes,,22/06/2026,,,,
circl,Cryptography,Cybersecurity,Global,-,https://github.com/cloudflare/circl,5,Repository,-,0.02,0.018,5,,,BSD-3-Clause,2026,Yes,,Yes,,22/06/2026,,,,
PQClean,Cryptography,Cybersecurity,Global,"PQClean, in short, is an effort to collect clean implementations of the post-quantum schemes that are in the NIST post-quantum project.",https://github.com/PQClean/PQClean,3,Repository,-,0.02,0.024,3,0.092,49,public domain / per-scheme,2025,Yes,Yes,Yes,,22/06/2026,,,,
QCircuitBench: A Large-Scale Dataset for Benchmarking Quantum Algorithm Design,Cryptography,Cybersecurity,Global,-,https://arxiv.org/pdf/2410.07961,1,Document,PDF,5.73,0.144,45,0.105,40,arXiv.org perpetual non-exclusive license (CC BY 4.0),2024,Yes,Yes,Yes,,22/06/2026,,,,
MNISQ: A Large-Scale Quantum Circuit Dataset for Machine Learning on/for Quantum Computers in the NISQ era,Cryptography,Cybersecurity,Global,-,https://arxiv.org/pdf/2306.16627,1,Document,PDF,2.06,0.07,23,0.069,23,arXiv.org perpetual non-exclusive license (CC BY 4.0),2023,Yes,Yes,Yes,,22/06/2026,,,,
Quantum Algorithm Zoo,Cryptography,Cybersecurity,Global,-,https://quantumalgorithmzoo.org/,1,Website,HTML,-,0.656,3,,,Public Domain,2025,Yes,,Yes,,22/06/2026,,,,
Google CIRQ Quantum,Cryptography,Cybersecurity,Global,-,https://quantumai.google/cirq,1,Website,HTML,-,0.748,40,0.2,43,Apache 2.0,2026,Yes,Yes,Yes,,22/06/2026,,,,
NIST CSWP 48 (ipd),Cryptography,Cybersecurity,Global,Mappings of Migration to PQC Project Capabilities to NIST Cybersecurity Framework 2.0 and to SP 800-53 security/privacy controls (NCCoE).,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.48.ipd.pdf,1,Document,PDF,1.498,0.079,33,0.088,41,Public Domain (NIST),2025,Yes,Yes,Yes,,23/06/2026,,,,
NIST SP 800-227 (ipd),Cryptography,Cybersecurity,Global,"Recommendations for Key-Encapsulation Mechanisms (KEMs): definitions, properties, applications and secure-use guidance; complements FIPS 203.",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-227.pdf,1,Document,PDF,1.136,0.135,54,0.148,64,Public Domain (NIST),2025,Yes,Yes,Yes,,23/06/2026,,,,
NIST SP 800-230 (ipd),Cryptography,Cybersecurity,Global,Additional SLH-DSA Parameter Sets for Limited-Signature Use Cases; six extra parameter sets extending FIPS 205 for fast verification / small signatures.,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-230.ipd.pdf,1,Document,PDF,0.314,0.027,13,0.021,12,Public Domain (NIST),2026,Yes,Yes,Yes,,23/06/2026,,,,
NIST CSWP 39 (final),Cryptography,Cybersecurity,Global,"Considerations for Achieving Cryptographic Agility: Strategies and Practices — survey of crypto-agility approaches, trade-offs and mechanisms.",https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.39.pdf,1,Document,PDF,1.073,0.118,47,0.11,46,Public Domain (NIST),2025,Yes,Yes,Yes,,23/06/2026,,,,
NIST IR 8545 (final),Cryptography,Cybersecurity,Global,"Status Report on the Fourth Round of the NIST PQC Standardization Process — selection of HQC for key establishment (BIKE, Classic McEliece, HQC, SIKE evaluated).",https://nvlpubs.nist.gov/nistpubs/ir/2025/NIST.IR.8545.pdf,1,Document,PDF,0.609,0.084,35,0.075,33,Public Domain (NIST),2025,Yes,Yes,Yes,,23/06/2026,,,,
NIST IR 8528 (final),Cryptography,Cybersecurity,Global,Status Report on the First Round of Additional Digital Signature Schemes for the PQC Standardization Process — 14 candidates advanced to round 2.,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8528.pdf,1,Document,PDF,0.524,0.072,31,0.065,30,Public Domain (NIST),2024,Yes,Yes,Yes,,23/06/2026,,,,
NIST IR 8610 (final),Cryptography,Cybersecurity,Global,Status Report on the Second Round of Additional Digital Signature Schemes for the PQC Standardization Process — 9 candidates advanced to round 3.,https://nvlpubs.nist.gov/nistpubs/ir/2026/NIST.IR.8610.pdf,1,Document,PDF,0.418,0.096,39,0.088,38,Public Domain (NIST),2026,Yes,Yes,Yes,,23/06/2026,,,,
NIST IR 8240 (final),Cryptography,Cybersecurity,Global,Status Report on the First Round of the NIST PQC Standardization Process.,https://nvlpubs.nist.gov/nistpubs/ir/2019/NIST.IR.8240.pdf,1,Document,PDF,0.584,0.082,28,0.073,27,Public Domain (NIST),2019,Yes,Yes,Yes,,23/06/2026,,,,
NIST IR 8309 (final),Cryptography,Cybersecurity,Global,Status Report on the Second Round of the NIST PQC Standardization Process.,https://nvlpubs.nist.gov/nistpubs/ir/2020/NIST.IR.8309.pdf,1,Document,PDF,0.612,0.118,40,0.105,38,Public Domain (NIST),2020,Yes,Yes,Yes,,23/06/2026,,,,
"NIST IR 8413 (upd1, final)",Cryptography,Cybersecurity,Global,"Status Report on the Third Round of the NIST PQC Standardization Process — selection of CRYSTALS-Kyber, CRYSTALS-Dilithium, FALCON, SPHINCS+.",https://nvlpubs.nist.gov/nistpubs/ir/2022/NIST.IR.8413-upd1.pdf,1,Document,PDF,0.895,0.276,103,0.141,57,Public Domain (NIST),2022,Yes,Yes,Yes,,23/06/2026,,,,
NIST SP 1800-38A (NCCoE),Cryptography,Cybersecurity,Global,"Migration to Post-Quantum Cryptography (vols A): quantum-readiness, cryptographic discovery, and interoperability/performance testing of draft standards.",https://www.nccoe.nist.gov/sites/default/files/2023-04/pqc-migration-nist-sp-1800-38a-preliminary-draft.pdf,1,Document,PDF,0.039,0.003,1,0.013,5,Public Domain (NIST),2023,Yes,Yes,Yes,,23/06/2026,,,,
NIST SP 1800-38B (NCCoE),Cryptography,Cybersecurity,Global,"Migration to Post-Quantum Cryptography (vols B): quantum-readiness, cryptographic discovery, and interoperability/performance testing of draft standards.",https://www.nccoe.nist.gov/sites/default/files/2023-12/pqc-migration-nist-sp-1800-38b-preliminary-draft.pdf,1,Document,PDF,,,1,0.17,68,Public Domain (NIST),2023,No,Yes,Yes,,23/06/2026,,,,
NIST SP 1800-38C (NCCoE),Cryptography,Cybersecurity,Global,"Migration to Post-Quantum Cryptography (vols C): quantum-readiness, cryptographic discovery, and interoperability/performance testing of draft standards.",https://www.nccoe.nist.gov/sites/default/files/2023-12/pqc-migration-nist-sp-1800-38c-preliminary-draft.pdf,1,Document,PDF,,,1,0.203,70,Public Domain (NIST),2023,No,Yes,Yes,,23/06/2026,,,,
NIST PQC Project Hub,Cryptography,Cybersecurity,Global,"NIST Post-Quantum Cryptography standardization project hub — process, candidates, and standards.",https://csrc.nist.gov/projects/post-quantum-cryptography,1,Website,HTML,0.058,0.006,1,,,Public Domain (NIST),2025,Yes,,Yes,,23/06/2026,,,,
NIST PQC Standardization Process,Cryptography,Cybersecurity,Global,"PQC Standardization Process page: rounds, evaluation criteria, selected algorithms and timeline.",https://csrc.nist.gov/projects/post-quantum-cryptography/post-quantum-cryptography-standardization,1,Website,HTML,0.054,0.004,1,,,Public Domain (NIST),2025,Yes,,Yes,,23/06/2026,,,,
NIST PQC Additional Digital Signatures Project,Cryptography,Cybersecurity,Global,PQC: Additional Digital Signature Schemes project (onramp) — candidate signature algorithms and round status.,https://csrc.nist.gov/projects/pqc-dig-sig,1,Website,HTML,0.046,0.004,1,,,Public Domain (NIST),2026,Yes,,Yes,,23/06/2026,,,,
NCCoE Migration to PQC (docs),Cryptography,Cybersecurity,Global,NCCoE Migration to Post-Quantum Cryptography practice guide documentation and FAQ.,https://pages.nist.gov/nccoe-migration-post-quantum-cryptography/,1,Website,HTML,0.001,0,1,,,Public Domain (NIST),2025,Yes,,Yes,,23/06/2026,,,,
NSA CNSA 2.0,Cryptography,Cybersecurity,Global,"NSA Commercial National Security Algorithm Suite 2.0 — quantum-resistant algorithm requirements and migration timeline for national security systems (ML-KEM, ML-DSA, SLH-DSA, LMS/XMSS).",https://www.nsa.gov/Cybersecurity/Post-Quantum-Cryptography/,1,Website,HTML,0.092,0,1,,,Public Domain (US Gov),2024,Yes,,Yes,,23/06/2026,,,,
ENISA Post-Quantum Cryptography,Cryptography,Cybersecurity,Global,"ENISA reports on PQC: current state and quantum mitigation, integration study, and anticipating threats / preparing the future.",https://www.enisa.europa.eu/topics/cryptography,1,Website,HTML,0.05,0.005,1,0.005,1,EU Open,2022,Yes,Yes,Yes,,23/06/2026,,,,
Post-Quantum Cryptography and Quantum-Safe Security: A Comprehensive Survey,Cryptography,Cybersecurity,Global,Comprehensive academic survey of post-quantum cryptography and quantum-safe security.,https://arxiv.org/pdf/2510.10436,1,Document,PDF,0.003,0.002,1,0.123,32,CC by 4.0,2025,Yes,Yes,Yes,,23/06/2026,,,,
A Framework for Migrating to Post-Quantum Cryptography,Cryptography,Cybersecurity,Global,Security dependency analysis and case studies framework for migrating systems to PQC.,https://arxiv.org/pdf/2307.06520,1,Document,PDF,0.003,0.002,1,0.128,24,CC by 4.0,2023,Yes,Yes,Yes,,23/06/2026,,,,
XQP-Munich,Cryptography,Cybersecurity,Global,Code for RF/EM side-channel emission-security analysis of QKD.,https://github.com/XQP-Munich/EmissionSecurityQKD,1,Repository,MD,0.006,0.006,1,,,MIT,2026,Yes,,Yes,,23/06/2026,,,,
munich-quantum-toolkit/bench,Cryptography,Cybersecurity,Global,MQT Bench: ~70k benchmark quantum circuits (2-130 qubits) across 4 abstraction levels; GHZ/QFT/Grover/Shor/QAOA etc.,https://github.com/munich-quantum-toolkit/bench,1,Repository,MD,0.01,0.01,1,,,MIT,2026,Yes,,Yes,,23/06/2026,,,,
merileijona/quantum-circuits-21k,Cryptography,Cybersecurity,Global,"21,208 natural-language to OpenQASM 2.0 quantum-circuit pairs (1-9 qubits) for text-to-circuit generation.",https://huggingface.co/datasets/merileijona/quantum-circuits-21k,2,Dataset,JSON,11.968,15.95,23136,13.383,18295,MIT,2026,Yes,Yes,Yes,Yes,23/06/2026,,,,
racineai/VDR_Quantum_Circuit_Synthetic,Cryptography,Cybersecurity,Global,Multimodal synthetic quantum-circuit images + expert technical queries for RAG / vision-language model training.,https://huggingface.co/datasets/racineai/VDR_Quantum_Circuit_Synthetic,1,Dataset,Parquet,1.746,0,1,,,Apache-2.0,2026,Yes,,Yes,Yes,23/06/2026,,,,
samuellimabraz/quantum-assistant,Cryptography,Cybersecurity,Global,"Multimodal Qiskit dataset (quantum circuits, Bloch spheres, measurement histograms) for specializing VLMs.",https://huggingface.co/datasets/samuellimabraz/quantum-assistant,1,Dataset,Parquet,48.521,0,1,,,Apache-2.0,2026,Yes,,Yes,Yes,23/06/2026,,,,
PennyLane Quantum Datasets,Cryptography,Cybersecurity,Global,"Curated quantum chemistry & many-body spin datasets (Hamiltonians, ground states, observables) for QML.",https://pennylane.ai/datasets/,1,Dataset,HTML,0.332,0,1,,,Apache-2.0,2026,Yes,,Yes,,23/06/2026,,,,
QuantumLLMInstruct,Cryptography,Cybersecurity,Global,500k instruction-tuning problem-solution pairs covering quantum computing topics (paper + dataset).,https://arxiv.org/pdf/2412.20956,1,Document,XML,0.003,0.002,1,,,CC BY 4.0,2026,Yes,,Yes,,23/06/2026,,,,
tensorflow/quantum,Cryptography,Cybersecurity,Global,TensorFlow Quantum: library for hybrid quantum-classical ML with quantum-data tutorials.,https://github.com/tensorflow/quantum,1,Repository,MD,0.006,0.006,1,0.026,8,Apache-2.0,2026,Yes,Yes,Yes,,23/06/2026,,,,
Qiskit/qiskit,Cryptography,Cybersecurity,Global,IBM Qiskit open-source SDK for building/transpiling/simulating quantum circuits.,https://github.com/Qiskit/qiskit,1,Repository,MD,0.012,0.012,1,,,Apache-2.0,2026,Yes,,Yes,,23/06/2026,,,,
open-quantum-safe/liboqs,Cryptography,Cybersecurity,Global,"C library of quantum-safe KEM & signature algorithms (ML-KEM, ML-DSA, Falcon, SPHINCS+) with common API.",https://github.com/open-quantum-safe/liboqs,1,Repository,MD,0.028,0.028,1,,,MIT,2026,Yes,,Yes,,23/06/2026,,,,
post-quantum-cryptography/KAT,Cryptography,Cybersecurity,Global,"Independent Known-Answer-Test vectors for ML-KEM (FIPS 203), ML-DSA (FIPS 204) and LMS/XMSS (SP 800-208).",https://github.com/post-quantum-cryptography/KAT,1,Repository,MD,0.001,0.001,1,,,MIT,2026,Yes,,Yes,,23/06/2026,,,,
usnistgov/ACVP-Server,Cryptography,Cybersecurity,Global,"NIST CAVP automated-validation test vectors (JSON), including ML-KEM and ML-DSA generation/validation cases.",https://github.com/usnistgov/ACVP-Server,1,Repository,MD,0.021,0.021,1,,,Public Domain (NIST),2026,Yes,,Yes,,23/06/2026,,,,
pq-crystals/kyber,Cryptography,Cybersecurity,Global,Reference & optimized implementation of CRYSTALS-Kyber / ML-KEM (FIPS 203).,https://github.com/pq-crystals/kyber,1,Repository,MD,0.005,0.005,1,0.007,5,Public Domain (CC0) / Apache-2.0,2026,Yes,Yes,Yes,,23/06/2026,,,,
pq-crystals/dilithium,Cryptography,Cybersecurity,Global,Reference & optimized implementation of CRYSTALS-Dilithium / ML-DSA (FIPS 204).,https://github.com/pq-crystals/dilithium,1,Repository,MD,0.005,0.005,1,0.007,5,Public Domain (CC0) / Apache-2.0,2026,Yes,Yes,Yes,,23/06/2026,,,,
paulmillr/noble-post-quantum,Cryptography,Cybersecurity,Global,"Auditable, minimal JS implementation of ML-KEM, ML-DSA and SLH-DSA with KAT-based tests.",https://github.com/paulmillr/noble-post-quantum,1,Repository,MD,0.016,0.016,1,0.002,1,MIT,2026,Yes,Yes,Yes,,23/06/2026,,,,
aws-samples/aws-kms-pq-tls-example,Cryptography,Cybersecurity,Global,Demo code setting up the AWS SDK for Java 2.0 to use post-quantum TLS with KMS.,https://github.com/aws-samples/aws-kms-pq-tls-example,1,Repository,MD,0.004,0.004,1,0.008,4,MIT-0,2026,Yes,Yes,Yes,,23/06/2026,,,,
NIST Post-Quantum Cryptography (nist.gov/pqc),Cryptography,Cybersecurity,Global,"NIST's top-level PQC landing page — standards, news and migration resources.",https://www.nist.gov/pqc,1,Website,HTML,0.084,0.004,1,,,Public Domain (US Gov),2026,Yes,,Yes,,23/06/2026,,,,
NCSC UK - PQC Migration Timelines,Cryptography,Cybersecurity,Global,UK National Cyber Security Centre guidance on timelines for migrating to post-quantum cryptography.,https://www.ncsc.gov.uk/guidance/pqc-migration-timelines,1,Website,HTML,0.164,0.03,1,0.03,1,UK OGL,2026,Yes,Yes,Yes,,23/06/2026,,,,
BSI Germany - Quantum Technologies & PQC,Cryptography,Cybersecurity,Global,German Federal Office for Information Security (BSI) recommendations on quantum tech and post-quantum cryptography.,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/,1,Website,HTML,0.113,0.012,1,0.011,1,BSI / Gov DE,2026,Yes,Yes,Yes,,23/06/2026,,,,
